Especie;FechaAnillamiento;Cod_Localidad;Localidad;Municipio;Provincia;LatitudGrados;LatitudMinutos;CuadranteLatitud;LongitudGrados;LongitudMinutos;CuadranteLongitud;CentroR;AnillaR;InfoAnillaR;AmpliacionAnillaR;Verificacion;EspecieR;SexoR;EdadR;FechaRecuperacion;Cod_LocalidadR;LocalidadR;MunicipioR;ProvinciaR;LatitudGradosR;LatitudMinutosR;CuadranteLatitudR;LongitudGradosR;LongitudMinutosR;CuadranteLongitudR;
1610;4/6/89;SV5113;BORRINGESJON;BORRINGESJON;MALMOHUS;55;29;N;13;20;E;SVS;.9232459;4;        ;0;0;U;0;1/6/14;ES631228;EL ROCIO;EL ROCIO;HUELVA;37;15;N;6;18;W;
1890;8/10/09;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6018868;4;        ;0;1980;F;4;26/10/10;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1950;2/2/09;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6125036;4;        ;0;1950;M;4;26/10/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1950;2/2/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6125312;4;        ;0;1950;M;4;16/3/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1950;2/2/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6125313;4;        ;0;1950;M;4;27/7/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1860;13/9/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7084525;4;        ;0;1860;M;4;2/12/10;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1950;2/2/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6183138;4;        ;0;1950;F;4;27/7/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1950;2/2/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6183140;4;        ;0;1950;F;5;16/3/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1950;2/2/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6183140;4;        ;0;1950;F;4;27/7/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1860;16/5/07;ES301137;DELTA DEL LLOBREGAT;VILADECANS;BARCELONA;41;18;N;2;1;E;ESI;.7050974;4;        ;0;1860;U;0;2/5/10;ES30459;SANT BOI DE LLOBREGAT;SANT BOI DE LLOBREGAT;BARCELONA;41;20;N;2;2;E;
1950;2/2/09;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6125039;4;        ;0;1950;U;4;18/3/09;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1890;13/9/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6152781;4;        ;0;1890;F;4;3/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1890;13/9/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6152781;4;        ;0;1890;F;4;10/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1890;13/9/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6152781;4;        ;0;1890;F;4;14/2/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1890;13/9/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6152781;4;        ;0;1890;F;4;24/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1890;29/9/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6152784;4;        ;0;1890;F;4;3/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1890;29/9/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6152784;4;        ;0;1890;F;4;10/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1890;29/9/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6152784;4;        ;0;1890;F;4;14/2/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1890;29/9/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6152784;4;        ;0;1890;F;4;24/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1820;14/11/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6152791;4;        ;0;1820;F;4;3/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1820;14/11/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6152791;4;        ;0;1820;F;4;18/10/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1940;25/9/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6164125;4;        ;0;1940;F;2;28/9/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1820;1/1/02;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6035928;4;        ;0;1820;M;4;6/9/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1790;27/10/06;ES06341;ROUXIQUE;SANXENXO;PONTEVEDRA;42;25;N;8;49;W;ESI;.6118112;4;        ;0;1860;M;0;5/7/07;IS00144;NES ADALDALUR S-PING;KIRKJUHOLMAKVISL;ISLANDIA;65;53;N;17;24;W;
1950;2/2/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6183121;4;        ;0;1950;M;5;16/3/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1860;14/9/07;ES44279;P. NAT. DE L«ALBUFERA;VALENCIA;VALENCIA;39;24;N;0;21;W;ESI;.7097632;4;        ;0;1860;U;0;18/1/08;ES30813;EL PERELLO;EL PERELLO;VALENCIA;39;16;N;0;16;W;
1860;11/7/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7082902;4;        ;0;1860;F;2;9/2/09;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;9/8/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7082924;4;        ;0;1860;M;4;9/2/09;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;13/9/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7084525;4;        ;0;1860;M;6;15/6/09;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;13/9/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7084525;4;        ;0;1860;M;4;26/3/09;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;30/8/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7096525;4;        ;0;1860;M;4;9/2/09;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;20/9/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7096545;4;        ;0;1860;M;4;9/2/09;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;8/8/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7056887;4;        ;0;1860;M;6;24/6/09;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;25/6/08;ES00262;SALBURUA-BETO„O;VITORIA;ALAVA;42;51;N;2;40;W;ESI;D..47049;4;        ;0;1860;F;3;15/8/08;ES00262;SALBURUA-BETO„O;VITORIA;ALAVA;42;51;N;2;40;W;
1860;12/9/06;ES44490;RACO DE L«OLLA;P. NAT. DE L«ALBUFERA;VALENCIA;39;29;N;0;24;W;ESI;.7097569;4;        ;1;1860;U;0;9/11/07;FR37211;MONTBERT;MONTBERT;LOIRE-ATLANTIQUE;47;3;N;1;29;W;
1860;12/11/07;ES44895;VALENCIA;VALENCIA;VALENCIA;39;24;N;0;21;W;ESI;.7097756;4;        ;0;1860;M;4;15/5/07;ES44895;VALENCIA;VALENCIA;VALENCIA;39;24;N;0;21;W;
1860;15/5/07;ES44895;VALENCIA;VALENCIA;VALENCIA;39;24;N;0;21;W;ESI;.7097092;4;        ;0;1860;M;4;2/10/07;ES44895;VALENCIA;VALENCIA;VALENCIA;39;24;N;0;21;W;
1730;4/8/09;ES5282;DAIMIEL;DAIMIEL;CIUDAD REAL;39;4;N;3;36;W;ESI;.7116672;4;        ;0;1730;U;2;30/8/09;ES26100;EJEA DE LOS CABALLEROS;EJEA DE LOS CABALLEROS;ZARAGOZA;42;7;N;1;11;W;
1860;13/7/05;ES66939;VETA LA PALMA;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7085329;4;        ;0;1860;M;4;12/12/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;13/7/05;ES66939;VETA LA PALMA;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7085329;4;        ;0;1860;M;4;8/11/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;13/7/05;ES66939;VETA LA PALMA;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7085329;4;        ;0;1860;M;4;9/10/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;13/7/05;ES66939;VETA LA PALMA;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7085329;4;        ;0;1860;M;4;18/10/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;13/7/05;ES66939;VETA LA PALMA;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7085329;4;        ;0;1860;M;4;19/12/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;13/7/05;ES66939;VETA LA PALMA;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7085329;4;        ;0;1860;M;4;24/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;13/7/05;ES66939;VETA LA PALMA;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7085329;4;        ;0;1860;M;4;25/10/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;26/1/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7082897;4;        ;0;1860;M;5;17/3/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;26/7/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7084584;4;        ;0;1860;M;4;6/12/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1980;15/2/02;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7060202;4;        ;0;1980;M;6;27/4/10;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1820;27/1/10;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6183063;4;        ;0;1820;F;6;4/5/10;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1820;27/1/10;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6183063;4;        ;0;1820;F;4;10/8/10;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1820;27/1/10;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6183063;4;        ;0;1820;F;4;31/5/10;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1890;19/11/08;ES501288;EMBALSE DE GARGALIGAS;NAVALVILLAR DE PELA;BADAJOZ;39;6;N;5;29;W;ESI;.6182070;4;        ;1;1890;U;2;18/12/09;FR392;BARBATRE;BARBATRE;VENDEE;46;57;N;2;11;W;
1950;9/7/08;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6018859;4;        ;0;1950;F;5;2/2/09;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1950;9/7/08;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6018860;4;        ;0;1950;M;5;2/2/09;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1950;25/9/07;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6164120;4;        ;0;1950;F;5;28/1/09;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1840;26/9/08;ES4078;LAGUNA DE PETROLA;PETROLA;ALBACETE;38;49;N;1;33;W;ESI;.5112485;4;        ;0;1840;M;6;16/3/09;FR60185;ETANG VIEUX;BIRIEUX;AIN;45;57;N;5;2;E;
1860;12/11/07;ES44895;VALENCIA;VALENCIA;VALENCIA;39;24;N;0;21;W;ESI;.7097754;4;        ;0;1860;M;6;10/1/08;ES444349;JARDINES DEL REAL;VALENCIA;VALENCIA;39;24;N;0;21;W;
1860;9/3/06;ES44895;VALENCIA;VALENCIA;VALENCIA;39;24;N;0;21;W;ESI;B..13303;4;        ;0;1860;M;8;10/1/08;ES444349;JARDINES DEL REAL;VALENCIA;VALENCIA;39;24;N;0;21;W;
1980;9/11/07;FR37217;LE BONHOMME;SAINT PHILBERT DE GRAND LIEU;LOIRE-ATLANTIQUE;47;2;N;1;38;W;FRP;DA263171;4;        ;0;1980;F;4;25/11/07;ES07116;CICERO;CICERO;CANTABRIA;43;24;N;3;29;W;
1980;15/11/05;FR37217;LE BONHOMME;SAINT PHILBERT DE GRAND LIEU;LOIRE-ATLANTIQUE;47;2;N;1;38;W;FRP;DA260395;4;        ;0;1980;U;0;15/9/07;GBNH23;PITSFORD RESERVOIR;PITSFORD;NORTHAMPTONSHIRE;52;19;N;0;53;W;
1860;3/10/03;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7069153;4;        ;0;1860;M;4;1/3/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;3/10/03;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7069153;4;        ;0;1860;M;6;3/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;3/10/03;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7069153;4;        ;0;1860;M;4;5/12/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;3/10/03;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7069153;4;        ;0;1860;M;4;8/11/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;3/10/03;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7069153;4;        ;0;1860;M;6;14/2/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;3/10/03;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7069153;4;        ;0;1860;M;4;14/9/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;3/10/03;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7069153;4;        ;0;1860;M;4;18/10/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;3/10/03;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7069153;4;        ;0;1860;M;4;20/9/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;3/10/03;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7069153;4;        ;0;1860;M;6;24/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;10/10/03;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7069155;4;        ;0;1860;M;2;5/12/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;2/12/04;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7081007;4;        ;0;1860;M;2;20/9/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;17/2/05;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7081096;4;        ;0;1860;M;2;14/9/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;17/2/05;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7081096;4;        ;0;1860;M;2;20/9/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;17/2/05;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7081096;4;        ;0;1860;M;2;30/8/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;12/6/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7066222;4;        ;0;1860;M;4;25/10/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1950;2/2/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6183117;4;        ;0;1950;F;4;10/8/10;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1860;21/8/06;ES44490;RACO DE L«OLLA;P. NAT. DE L«ALBUFERA;VALENCIA;39;29;N;0;24;W;ESI;.7092908;4;        ;0;1860;U;0;24/8/07;ES44490;RACO DE L«OLLA;P. NAT. DE L«ALBUFERA;VALENCIA;39;29;N;0;24;W;
1860;7/11/07;ES44226;ESTACION ORNITOLOGICA MATA DEL FANG;VALENCIA;VALENCIA;39;24;N;0;21;W;ESI;.7102807;4;        ;0;1860;U;0;16/11/07;ES44528;SUECA;SUECA;VALENCIA;39;14;N;0;18;W;
1890;19/11/08;ES501288;EMBALSE DE GARGALIGAS;NAVALVILLAR DE PELA;BADAJOZ;39;6;N;5;29;W;ESI;.6182101;4;        ;0;1890;U;2;11/11/09;ES08938;MUSKIZ;MUSKIZ;VIZCAYA;43;19;N;3;7;W;
1860;8/9/06;ES44490;RACO DE L«OLLA;P. NAT. DE L«ALBUFERA;VALENCIA;39;29;N;0;24;W;ESI;.7097545;4;        ;0;1860;U;0;16/1/07;ES444299;TANCAT DE BALDOVI;VALENCIA;VALENCIA;39;24;N;0;21;W;
1860;10/9/08;ES44490;RACO DE L«OLLA;P. NAT. DE L«ALBUFERA;VALENCIA;39;29;N;0;24;W;ESI;.7097699;4;        ;0;1860;U;0;11/10/08;ES444397;TANCAT DE ZACARES;SOLLANA;VALENCIA;39;16;N;0;22;W;
1860;13/9/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7084523;4;        ;0;1860;M;6;15/6/09;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1980;3/10/08;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7106503;4;        ;0;1980;M;3;5/8/09;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1890;7/10/08;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6183053;4;        ;0;1890;M;5;5/8/09;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
2020;2/2/09;ES66184;Localidad confidencial;;;0;0; ;0;0; ;ESI;.6183104;4;        ;0;2020;M;4;11/2/09;ES66184;Localidad confidencial;;;0;0; ;0;0; ;
1940;19/11/05;ES06753;A LANZADA;SANXENXO;PONTEVEDRA;42;25;N;8;49;W;ESI;.6062345;4;        ;1;1940;F;0;3/10/07;FR37144;SAINT PHILBERT DE GRAND LIEU;SAINT PHILBERT DE GRAND LIEU;LOIRE-ATLANTIQUE;47;2;N;1;38;W;
1860;9/3/06;ES44895;VALENCIA;VALENCIA;VALENCIA;39;24;N;0;21;W;ESI;B..13303;4;        ;0;1860;M;6;15/5/07;ES44895;VALENCIA;VALENCIA;VALENCIA;39;24;N;0;21;W;
1860;9/3/06;ES44895;VALENCIA;VALENCIA;VALENCIA;39;24;N;0;21;W;ESI;B..13303;4;        ;0;1860;M;8;2/10/07;ES44895;VALENCIA;VALENCIA;VALENCIA;39;24;N;0;21;W;
1860;10/7/07;ES661657;CA„O GUADIAMAR;AZNALCAZAR;SEVILLA;37;6;N;6;16;W;ESI;.7100556;4;        ;0;1860;U;0;29/8/07;ES6011066;MESAS DE ASTA;JEREZ DE LA FRONTERA;CADIZ;36;40;N;5;38;W;
1890;7/10/04;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6003238;4;        ;0;1890;M;4;12/12/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1820;15/1/97;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6018281;4;        ;0;1820;M;6;10/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1820;15/1/97;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6018281;4;        ;0;1820;M;6;14/2/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1820;15/1/97;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.6018281;4;        ;0;1820;M;6;24/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;15/1/07;ES66391;LA F.A.O.;P. NAC. DE DO„ANA;SEVILLA;37;0;N;6;30;W;ESI;.7094934;4;        ;0;1860;F;6;5/3/07;ES66391;LA F.A.O.;P. NAC. DE DO„ANA;SEVILLA;37;0;N;6;30;W;
1860;14/7/07;ES667019;LAGUNA DEL GOBIERNO;LA LANTEJUELA;SEVILLA;37;21;N;5;13;W;ESI;.7084656;4;        ;0;4290;M;4;30/10/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1860;25/10/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7092175;4;        ;0;1860;M;4;6/12/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1960;20/12/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7084571;4;        ;0;1960;M;6;3/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1960;20/12/06;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.7084571;4;        ;0;1960;M;6;10/1/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
