Especie;FechaAnillamiento;Cod_Localidad;Localidad;Municipio;Provincia;LatitudGrados;LatitudMinutos;CuadranteLatitud;LongitudGrados;LongitudMinutos;CuadranteLongitud;CentroR;AnillaR;InfoAnillaR;AmpliacionAnillaR;Verificacion;EspecieR;SexoR;EdadR;FechaRecuperacion;Cod_LocalidadR;LocalidadR;MunicipioR;ProvinciaR;LatitudGradosR;LatitudMinutosR;CuadranteLatitudR;LongitudGradosR;LongitudMinutosR;CuadranteLongitudR;
1340;29/5/05;FR36158;GRAND BOUSQUET;CANDRESSE;LANDES;43;42;N;0;58;W;FRP;CK..1973;4;        ;0;1340;U;2;7/9/07;ES66306;DOS HERMANAS;DOS HERMANAS;SEVILLA;37;15;N;5;57;W;
1340;19/9/07;ES115;BURGOS;BURGOS;BURGOS;42;21;N;3;40;W;ESI;.9052099;4;        ;1;1340;M;4;13/11/07;ES115;BURGOS;BURGOS;BURGOS;42;21;N;3;40;W;
1340;26/6/05;FR0289;RN DES MANNEVILLES;SAINTE OPPORTUNE LA MARE;EURE;49;25;N;0;32;E;FRP;CA.66390;4;        ;0;1340;U;2;6/9/07;ES66306;DOS HERMANAS;DOS HERMANAS;SEVILLA;37;15;N;5;57;W;
1340;2/6/03;DEBF267;HALTINGEN;HALTINGEN;SUDBADEN (FREIBURG);47;36;N;7;36;E;DER;A...2612;4;        ;0;1340;U;0;8/9/07;ES60958;V.R.S.U. DE MIRAMUNDO;MEDINA SIDONIA;CADIZ;36;41;N;6;8;W;
1340;10/6/07;DEBK189;FORST;FORST;NORDBADEN (KARLSRUHE);49;9;N;8;35;E;DER;A...7085;4;        ;0;1340;U;0;8/9/07;ES60958;V.R.S.U. DE MIRAMUNDO;MEDINA SIDONIA;CADIZ;36;41;N;6;8;W;
1340;2/6/07;ES6010929;LLANO DE LAS MARAVILLAS;CHICLANA DE LA FRONTERA;CADIZ;36;25;N;6;9;W;ESI;G..22069;4;        ;1;0;U;0;29/2/08;MA00105;BENI MELLAL;BENI MELLAL;MARRUECOS;33;22;N;6;29;W;
1340;30/5/07;DEBK64;MANNHEIM;MANNHEIM;NORDBADEN (KARLSRUHE);49;28;N;8;31;E;DER;A...6345;4;        ;0;1340;U;0;8/9/07;ES60958;V.R.S.U. DE MIRAMUNDO;MEDINA SIDONIA;CADIZ;36;41;N;6;8;W;
1340;5/6/07;DEBF85;QUERBACH;ORTENAUKREIS;SUDBADEN (FREIBURG);48;35;N;7;52;E;DER;A...6997;4;        ;0;1340;U;0;8/9/07;ES60958;V.R.S.U. DE MIRAMUNDO;MEDINA SIDONIA;CADIZ;36;41;N;6;8;W;
1340;3/7/09;DEGL135;PRETEN;AMT NEUHAUS;LUNEBURG (EXCEP. ISLAS);53;19;N;10;54;E;DEW;5X...245;4;        ;0;1340;U;0;12/6/10;ES44816;CULLERA;CULLERA;VALENCIA;39;9;N;0;15;W;
1340;6/6/09;HESG123;OBERRIET;RHEINTAL;ST. GALLEN;47;21;N;9;35;E;HES;SE...674;4;        ;0;1340;U;2;12/11/09;ES6011118;VENTA DE RETêN;BARBATE;CADIZ;36;12;N;5;47;W;
1340;9/6/08;ES12510;AMBASAGUAS DE CURUE„O;SANTA COLOMBA DE CURUE„O;LEON;42;42;N;5;22;W;ESI;.9054198;4;        ;0;1340;U;0;27/5/10;ES12368;REYERO;REYERO;LEON;42;57;N;5;11;W;
1340;12/6/04;DEBF273;UNTERREUTE;UNTERREUTE;SUDBADEN (FREIBURG);48;6;N;7;48;E;DER;A...4051;4;        ;0;1340;U;0;31/1/07;ES531247;EL PORCAL;RIVAS-VACIAMADRID;MADRID;40;19;N;3;30;W;
1340;6/7/03;DEGW125;BERNE-GLUSING;BERNE-GLUSING;WESER-EMS (EXCEP. ISLAS);53;10;N;8;29;E;DEW;1X...468;4;        ;0;1340;U;0;31/1/07;ES531247;EL PORCAL;RIVAS-VACIAMADRID;MADRID;40;19;N;3;30;W;
1340;7/5/07;ES301568;GALLECS;MOLLET DEL VALLéS;BARCELONA;41;33;N;2;12;E;ESI;.9050096;4;        ;0;1340;U;0;25/7/07;ES30458;SANT BARTOMEU DEL GRAU;SANT BARTOMEU DEL GRAU;BARCELONA;41;58;N;2;9;E;
1340;24/5/03;FR0286;LE QUAI;FOULBEC;EURE;49;24;N;0;25;E;FRP;P...8304;4;        ;0;1340;U;0;31/1/07;ES531247;EL PORCAL;RIVAS-VACIAMADRID;MADRID;40;19;N;3;30;W;
1340;10/6/05;NL151011;IJHORST PASTORIE AAN DE REEST;PAALNEST;OVERIJSSEL;52;40;N;6;20;E;NLA;....7122;4;        ;0;1340;U;0;31/1/07;ES531247;EL PORCAL;RIVAS-VACIAMADRID;MADRID;40;19;N;3;30;W;
1340;14/6/02;FR1820;LINDRE BASSE;LINDRE BASSE;MOSELLE;48;48;N;6;44;E;FRP;P...4665;4;        ;0;1340;U;0;17/2/07;ES54629;C.T.R.U TALAVERA DE LA REINA;TALAVERA DE LA REINA;TOLEDO;39;57;N;4;38;W;
1340;12/6/04;DEBF273;UNTERREUTE;UNTERREUTE;SUDBADEN (FREIBURG);48;6;N;7;48;E;DER;A...4051;4;        ;0;1340;U;0;9/3/07;ES321031;EL CORTALET;CASTELLO D«AMPURIES;GIRONA;42;15;N;3;4;E;
1340;12/6/04;DEBF273;UNTERREUTE;UNTERREUTE;SUDBADEN (FREIBURG);48;6;N;7;48;E;DER;A...4051;4;        ;0;1340;U;0;10/3/07;ES321031;EL CORTALET;CASTELLO D«AMPURIES;GIRONA;42;15;N;3;4;E;
1340;12/6/06;FR1285;STEINBOURG;STEINBOURG;BAS-RHIN;48;49;N;7;25;E;FRP;CK..0744;4;        ;0;1340;U;3;29/8/08;ES23235;TARREGA;TARREGA;LLEIDA;41;40;N;1;8;E;
1340;7/6/06;DEBF273;UNTERREUTE;UNTERREUTE;SUDBADEN (FREIBURG);48;6;N;7;48;E;DER;A...4974;4;        ;0;1340;U;5;11/9/07;ES60958;V.R.S.U. DE MIRAMUNDO;MEDINA SIDONIA;CADIZ;36;41;N;6;8;W;
1340;26/5/07;DECR216;OTTERSHEIM;OTTERSHEIM;RHEINHESSEN-PFALZ;49;11;N;8;14;E;DER;A...6385;4;        ;0;1340;U;3;8/9/07;ES60958;V.R.S.U. DE MIRAMUNDO;MEDINA SIDONIA;CADIZ;36;41;N;6;8;W;
1340;26/5/07;DECR216;OTTERSHEIM;OTTERSHEIM;RHEINHESSEN-PFALZ;49;11;N;8;14;E;DER;A...6385;4;        ;0;1340;U;0;9/9/07;ES60958;V.R.S.U. DE MIRAMUNDO;MEDINA SIDONIA;CADIZ;36;41;N;6;8;W;
1340;2/6/08;DEED147;LAMPERTHEIM;LAMPERTHEIM;DARMSTADT;49;36;N;8;28;E;DEW;6X...051;4;        ;0;1340;U;2;31/10/10;ES32105;CORTALET;CASTELLO D«EMPURIES;GIRONA;42;15;N;3;4;E;
1340;8/6/06;ES661216;MATASGORDAS;P. NAC. DE DO„ANA;SEVILLA;37;0;N;6;30;W;ESI;.9047431;4;        ;0;1340;U;0;24/5/07;ES63147;COTO DEL REY;HINOJOS;HUELVA;37;10;N;6;23;W;
1340;29/5/07;DECR107;WORTH AM RHEIN;WORTH AM RHEIN;RHEINHESSEN-PFALZ;49;3;N;8;16;E;DER;A...6399;4;        ;0;1340;U;0;5/9/07;ES23694;TABAC;MONTOLIU DE LLEIDA;LLEIDA;41;33;N;0;35;E;
1340;14/6/07;FR1276;SELTZ;SELTZ;BAS-RHIN;48;54;N;8;6;E;FRP;CA.67655;4;        ;0;1340;U;0;4/9/07;ES23694;TABAC;MONTOLIU DE LLEIDA;LLEIDA;41;33;N;0;35;E;
1340;26/5/02;ES53280;GUADALIX DE LA SIERRA;GUADALIX DE LA SIERRA;MADRID;40;46;N;3;40;W;ESI;.9036250;4;        ;0;1340;U;4;27/1/07;ES54629;C.T.R.U TALAVERA DE LA REINA;TALAVERA DE LA REINA;TOLEDO;39;57;N;4;38;W;
1340;10/6/99;FR36129;HEUGAS;HEUGAS;LANDES;43;38;N;1;4;W;FRP;P...3770;4;        ;0;1340;U;4;13/1/07;ES54629;C.T.R.U TALAVERA DE LA REINA;TALAVERA DE LA REINA;TOLEDO;39;57;N;4;38;W;
1340;14/6/88;ES40225;LA TORRECILLA;GETAFE;MADRID;40;18;N;3;40;W;ESI;LV.05481;4;        ;0;1340;U;0;11/2/08;ES53280;GUADALIX DE LA SIERRA;GUADALIX DE LA SIERRA;MADRID;40;46;N;3;40;W;
1340;4/6/05;FR03130;LE BORDEL;VIERVILLE;MANCHE;49;21;N;1;14;W;FRP;P...9414;4;        ;0;1340;U;2;6/4/07;FR01110;LE LIEU TILLEUL NID CENTRE;GOUSTRANVILLE;CALVADOS;49;13;N;0;6;W;
1340;4/6/05;FR03130;LE BORDEL;VIERVILLE;MANCHE;49;21;N;1;14;W;FRP;P...9414;4;        ;0;1340;U;0;6/9/07;ES66306;DOS HERMANAS;DOS HERMANAS;SEVILLA;37;15;N;5;57;W;
1340;4/6/05;FR03130;LE BORDEL;VIERVILLE;MANCHE;49;21;N;1;14;W;FRP;P...9416;4;        ;0;1340;U;0;6/9/07;ES66306;DOS HERMANAS;DOS HERMANAS;SEVILLA;37;15;N;5;57;W;
1340;4/6/05;FR03130;LE BORDEL;VIERVILLE;MANCHE;49;21;N;1;14;W;FRP;P...9416;4;        ;0;1340;U;2;11/9/07;ES60631;MEDINA SIDONIA;MEDINA SIDONIA;CADIZ;36;28;N;5;55;W;
800;26/4/04;ES05948;PANTORGAS;TAPIA DE CASARIEGO;ASTURIAS;43;34;N;6;56;W;ESI;.9042067;4;        ;0;800;U;2;12/12/07;NL14405;DEN HELDER;STREKDAM THV KUSTWACHTTOREN;NOORD-HOLLAND;52;57;N;4;44;E;
800;26/4/04;ES05948;PANTORGAS;TAPIA DE CASARIEGO;ASTURIAS;43;34;N;6;56;W;ESI;.9042067;4;        ;0;800;U;2;15/12/07;NL14410;DEN HELDER;DIJK OUD;NOORD-HOLLAND;52;58;N;4;45;E;
800;26/4/04;ES05948;PANTORGAS;TAPIA DE CASARIEGO;ASTURIAS;43;34;N;6;56;W;ESI;.9042067;4;        ;0;800;U;2;16/12/07;NL14410;DEN HELDER;DIJK OUD;NOORD-HOLLAND;52;58;N;4;45;E;
800;26/4/04;ES05948;PANTORGAS;TAPIA DE CASARIEGO;ASTURIAS;43;34;N;6;56;W;ESI;.9042067;4;        ;0;800;U;2;18/12/07;NL14405;DEN HELDER;STREKDAM THV KUSTWACHTTOREN;NOORD-HOLLAND;52;57;N;4;44;E;
800;26/4/04;ES05948;PANTORGAS;TAPIA DE CASARIEGO;ASTURIAS;43;34;N;6;56;W;ESI;.9042067;4;        ;0;800;U;2;23/11/07;NL14409;DEN HELDER;MARINE HAVEN;NOORD-HOLLAND;52;58;N;4;47;E;
800;26/4/04;ES05948;PANTORGAS;TAPIA DE CASARIEGO;ASTURIAS;43;34;N;6;56;W;ESI;.9042067;4;        ;0;800;U;2;24/11/07;NL14405;DEN HELDER;STREKDAM THV KUSTWACHTTOREN;NOORD-HOLLAND;52;57;N;4;44;E;
1340;3/7/97;ES23261;VALLCALENT;LLEIDA;LLEIDA;41;37;N;0;34;E;ESI;.9018889;4;        ;0;1340;U;0;18/10/08;ES23286;C. REC. FAUNA VALLCALENT;LLEIDA;LLEIDA;41;37;N;0;34;E;
1340;29/9/05;DEGL124;PFLEGESTATION VERDEN;L†NEBURG;LUNEBURG (EXCEP. ISLAS);52;55;N;9;14;E;DEW;1X...677;4;        ;0;1340;U;0;20/9/08;ES53714;VILLAREJO DE SALVANES;VILLAREJO DE SALVANES;MADRID;40;7;N;3;16;W;
1340;19/1/04;ES54278;TALAVERA DE LA REINA;TALAVERA DE LA REINA;TOLEDO;39;57;N;4;50;W;ESI;.1008747;4;        ;0;1340;U;0;26/5/08;DEMV5;MILOW;LUDWIGSLUST;MECKLENBURG-VORPOMMERN;53;11;N;11;33;E;
1340;6/6/03;NL04136;DE WIJK PAALNEST COMMISSIEWEG 24;HAALWEIDE;DRENTHE;52;41;N;6;15;E;NLA;....5924;4;        ;0;1340;U;0;28/12/07;ES26868;ALFOCEA;ZARAGOZA;ZARAGOZA;41;38;N;0;52;W;
1340;8/6/08;ES6010923;ALBINA DE LA OLIVA;BARBATE;CADIZ;36;12;N;5;53;W;ESI;.9054001;4;        ;0;1340;U;0;21/7/08;ES60977;VEJER DE LA FRONTERA;VEJER DE LA FRONTERA;CADIZ;36;16;N;5;56;W;
1340;7/6/08;ES6010851;EL SOTO;VEJER DE LA FRONTERA;CADIZ;36;16;N;5;56;W;ESI;.9052962;4;        ;0;1340;U;0;24/6/08;ES6010851;EL SOTO;VEJER DE LA FRONTERA;CADIZ;36;16;N;5;56;W;
1340;5/6/05;FR1285;STEINBOURG;STEINBOURG;BAS-RHIN;48;49;N;7;25;E;FRP;CA.65311;4;        ;0;1340;U;0;16/3/07;ES321027;ABOCADOR DE PEDRET I MARZA;PEDRET I MARZA;GIRONA;42;18;N;3;4;E;
1340;24/5/00;ES531229;ALCALA DE HENARES;ALCALA DE HENARES;MADRID;40;29;N;3;22;W;ESI;.9032611;4;        ;0;1340;U;5;22/1/07;ES53604;SOTO DEL REAL;SOTO DEL REAL;MADRID;40;44;N;3;47;W;
1340;30/5/03;ES53280;GUADALIX DE LA SIERRA;GUADALIX DE LA SIERRA;MADRID;40;46;N;3;40;W;ESI;.9036729;4;        ;0;1340;U;2;15/12/07;ES54629;C.T.R.U TALAVERA DE LA REINA;TALAVERA DE LA REINA;TOLEDO;39;57;N;4;38;W;
1340;18/6/02;DEBK60;MANNHEIM;MANNHEIM;NORDBADEN (KARLSRUHE);49;30;N;8;29;E;DER;A...2154;4;        ;0;1340;U;0;27/9/08;ES52606;PLANTA DE RESIDUOS URBANOS;ALCAZAR DE SAN JUAN;CIUDAD REAL;39;17;N;3;14;W;
1340;15/6/05;DEBT40;SALEM;SALEM;SUDWURTTENBERG (TUBINGEN);47;47;N;9;17;E;DER;A...4461;4;        ;0;1340;U;0;27/9/08;ES52606;PLANTA DE RESIDUOS URBANOS;ALCAZAR DE SAN JUAN;CIUDAD REAL;39;17;N;3;14;W;
1340;7/6/06;DEBF125;UMKIRCH;UMKIRCH;SUDBADEN (FREIBURG);48;2;N;7;46;E;DER;A...4978;4;        ;0;1340;U;0;27/9/08;ES52606;PLANTA DE RESIDUOS URBANOS;ALCAZAR DE SAN JUAN;CIUDAD REAL;39;17;N;3;14;W;
1340;8/6/07;DEBT209;G…GGLINGEN;G…GGLINGEN;SUDWURTTENBERG (TUBINGEN);48;21;N;9;56;E;DER;A...5733;4;        ;0;1340;U;0;27/9/08;ES52606;PLANTA DE RESIDUOS URBANOS;ALCAZAR DE SAN JUAN;CIUDAD REAL;39;17;N;3;14;W;
1340;11/6/07;DEBK189;FORST;FORST;NORDBADEN (KARLSRUHE);49;9;N;8;34;E;DER;A...7120;4;        ;0;1340;U;0;27/9/08;ES52606;PLANTA DE RESIDUOS URBANOS;ALCAZAR DE SAN JUAN;CIUDAD REAL;39;17;N;3;14;W;
1340;5/6/08;DEBF243;OPFINGEN;OPFINGEN;SUDBADEN (FREIBURG);48;1;N;7;43;E;DER;A...8301;4;        ;0;1340;U;0;27/9/08;ES52606;PLANTA DE RESIDUOS URBANOS;ALCAZAR DE SAN JUAN;CIUDAD REAL;39;17;N;3;14;W;
1340;17/6/96;HEAG145;M…HLIN;M…HLIN;AARGAU;47;34;N;7;51;E;HES;....5297;4;        ;0;1340;U;0;27/9/08;ES52606;PLANTA DE RESIDUOS URBANOS;ALCAZAR DE SAN JUAN;CIUDAD REAL;39;17;N;3;14;W;
1340;21/6/08;HETG100;WARTH;WARTH;THURGAU;47;35;N;8;52;E;HES;SE...301;4;        ;0;1340;U;0;27/9/08;ES52606;PLANTA DE RESIDUOS URBANOS;ALCAZAR DE SAN JUAN;CIUDAD REAL;39;17;N;3;14;W;
1340;23/6/01;DEBK225;KARLSDORF-NEUTHARD;KARLSDORF-NEUTHARD;NORDBADEN (KARLSRUHE);49;8;N;8;32;E;DER;A...1499;4;        ;0;1340;U;0;12/2/08;ES20375;VALDEMECA;VALDEMECA;CUENCA;40;13;N;1;44;W;
1340;11/6/06;DEAM130;VACH;VACH;MITTELFRANKEN;49;31;N;10;57;E;DER;A...5590;4;        ;0;1340;U;0;2/4/07;ES531229;ALCALA DE HENARES;ALCALA DE HENARES;MADRID;40;29;N;3;22;W;
1340;21/6/06;DEBK70;MINGOLSHEIM;MINGOLSHEIM;NORDBADEN (KARLSRUHE);49;12;N;8;39;E;DER;A...5901;4;        ;0;1340;U;0;25/1/08;ES534108;JUNTA DE LOS RIOS JARAMA-MANZANARES;RIVAS-VACIAMADRID;MADRID;40;19;N;3;30;W;
1340;6/6/03;NL0432;MEPPEL;MEPPEL;DRENTHE;52;41;N;6;13;E;NLA;....5916;4;        ;0;1340;U;0;8/1/07;ES531247;EL PORCAL;RIVAS-VACIAMADRID;MADRID;40;19;N;3;30;W;
1340;28/5/03;DEBT187;WALDBEUREN;WALDBEUREN;SUDWURTTENBERG (TUBINGEN);47;55;N;9;19;E;DER;A...3184;4;        ;0;1340;F;6;17/9/07;ES26231;PASTRIZ;PASTRIZ;ZARAGOZA;41;37;N;0;46;W;
1340;20/7/03;DEGW125;BERNE-GLUSING;BERNE-GLUSING;WESER-EMS (EXCEP. ISLAS);53;10;N;8;29;E;DEW;1X...760;4;        ;0;1340;F;6;17/9/07;ES26231;PASTRIZ;PASTRIZ;ZARAGOZA;41;37;N;0;46;W;
1340;12/12/06;ES23261;VALLCALENT;LLEIDA;LLEIDA;41;37;N;0;34;E;ESI;.9038577;4;        ;0;1340;F;4;17/9/07;ES26231;PASTRIZ;PASTRIZ;ZARAGOZA;41;37;N;0;46;W;
1340;6/6/03;FR12194;WINTZENBACH;WINTZENBACH;BAS-RHIN;48;55;N;8;5;E;FRS;....3770;4;        ;0;1340;U;2;17/9/07;ES26231;PASTRIZ;PASTRIZ;ZARAGOZA;41;37;N;0;46;W;
1340;10/6/05;DEBF243;OPFINGEN;OPFINGEN;SUDBADEN (FREIBURG);48;1;N;7;43;E;DER;A...4598;4;        ;0;1340;U;0;9/3/08;ES53723;V.R.S.U. DE COLMENAR VIEJO;COLMENAR VIEJO;MADRID;40;39;N;3;44;W;
1340;13/6/07;DEBF33;GUNDELFINGEN;GUNDELFINGEN;SUDBADEN (FREIBURG);48;3;N;7;51;E;DER;A...5285;4;        ;0;1340;U;0;9/3/08;ES53723;V.R.S.U. DE COLMENAR VIEJO;COLMENAR VIEJO;MADRID;40;39;N;3;44;W;
1340;6/6/07;ES51465;VALVERDE DEL FRESNO;VALVERDE DEL FRESNO;CACERES;40;11;N;6;56;W;ESI;.9031858;4;        ;0;1340;U;3;9/7/07;ES41482;JEREZ DE LA FRONTERA;JEREZ DE LA FRONTERA;CADIZ;36;41;N;6;7;W;
1340;5/6/06;DEED377;VOGELPARK BIEBESHEIM;VOGELPARK BIEBESHEIM;DARMSTADT;49;47;N;8;28;E;DEW;4X...210;4;        ;0;1340;U;0;9/6/07;DEED377;VOGELPARK BIEBESHEIM;VOGELPARK BIEBESHEIM;DARMSTADT;49;47;N;8;28;E;
1340;5/6/06;DEED377;VOGELPARK BIEBESHEIM;VOGELPARK BIEBESHEIM;DARMSTADT;49;47;N;8;28;E;DEW;4X...210;4;        ;0;1340;U;0;25/4/07;DEEG2;HEUCHELHEIM;HEUCHELHEIM;GIESSEN;50;35;N;8;38;E;
1340;15/11/06;ES51866;LOS HORNOS;SIERRA DE FUENTES;CACERES;39;18;N;6;16;W;ESI;.9047745;4;        ;0;1340;U;0;22/2/07;ES03222;TAMOGA;COSPEITO;LUGO;43;13;N;7;32;W;
1340;14/6/06;DEBT186;ESPASINGEN;ESPASINGEN;SUDWURTTENBERG (TUBINGEN);47;49;N;9;0;E;DER;A...6010;4;        ;0;1340;U;4;27/3/07;ES321027;ABOCADOR DE PEDRET I MARZA;PEDRET I MARZA;GIRONA;42;18;N;3;4;E;
1340;14/6/06;DEBT186;ESPASINGEN;ESPASINGEN;SUDWURTTENBERG (TUBINGEN);47;49;N;9;0;E;DER;A...6010;4;        ;0;1340;U;4;28/3/07;ES321027;ABOCADOR DE PEDRET I MARZA;PEDRET I MARZA;GIRONA;42;18;N;3;4;E;
1340;14/6/06;DEBT186;ESPASINGEN;ESPASINGEN;SUDWURTTENBERG (TUBINGEN);47;49;N;9;0;E;DER;A...6010;4;        ;0;1340;U;4;30/3/07;ES321027;ABOCADOR DE PEDRET I MARZA;PEDRET I MARZA;GIRONA;42;18;N;3;4;E;
1340;8/6/06;DEED394;BAD VILBEL-GRONAU;BAD VILBEL-GRONAU;DARMSTADT;50;12;N;8;47;E;DEW;4X...250;4;        ;0;1340;U;4;28/3/07;ES321027;ABOCADOR DE PEDRET I MARZA;PEDRET I MARZA;GIRONA;42;18;N;3;4;E;
800;10/6/06;ES0644;ISLA DE ONS;ISLA DE ONS;PONTEVEDRA;42;23;N;8;53;W;ESI;.9049437;4;        ;1;0;U;0;28/1/07;ES01522;SANTA EUGENIA DE RIVEIRA;SANTA EUGENIA DE RIVEIRA;A CORU„A;42;33;N;8;59;W;
1340;14/6/06;DEBT186;ESPASINGEN;ESPASINGEN;SUDWURTTENBERG (TUBINGEN);47;49;N;9;0;E;DER;A...6010;4;        ;0;1340;U;4;26/3/07;ES321027;ABOCADOR DE PEDRET I MARZA;PEDRET I MARZA;GIRONA;42;18;N;3;4;E;
1340;8/6/06;DEED394;BAD VILBEL-GRONAU;BAD VILBEL-GRONAU;DARMSTADT;50;12;N;8;47;E;DEW;4X...250;4;        ;0;1340;U;4;26/3/07;ES321027;ABOCADOR DE PEDRET I MARZA;PEDRET I MARZA;GIRONA;42;18;N;3;4;E;
1340;14/6/05;HESO36;ALTREU;ALTREU;SOLOTHURN;47;11;N;7;27;E;HES;SA...385;4;        ;0;1340;U;4;16/3/07;ES321027;ABOCADOR DE PEDRET I MARZA;PEDRET I MARZA;GIRONA;42;18;N;3;4;E;
1340;1/6/07;FR18110;DESSELING;DESSELING;MOSELLE;48;47;N;6;50;E;FRP;CK..1561;4;        ;0;1340;U;0;30/8/07;ES301134;CALAF;CALAF;BARCELONA;41;43;N;1;30;E;
1340;21/5/87;ES53280;GUADALIX DE LA SIERRA;GUADALIX DE LA SIERRA;MADRID;40;46;N;3;40;W;ESI;G..13515;4;        ;0;1340;U;0;2/4/07;ES53186;EL ESCORIAL;EL ESCORIAL;MADRID;40;35;N;4;5;W;
1310;3/6/06;KN2987;Localidad confidencial;;;0;0; ;0;0; ;BLB;B...3438;4;        ;0;1310;U;5;10/10/07;ES6153;Localidad confidencial;;;0;0; ;0;0; ;
1340;13/6/05;DEBK64;MANNHEIM;MANNHEIM;NORDBADEN (KARLSRUHE);49;28;N;8;31;E;DER;A...4682;4;        ;1;1340;U;0;13/9/07;ES21698;TORRECUADRADA DE MOLINA;TORRECUADRADA DE MOLINA;GUADALAJARA;40;43;N;1;48;W;
1340;2/6/06;ES531229;ALCALA DE HENARES;ALCALA DE HENARES;MADRID;40;29;N;3;22;W;ESI;.9049485;4;        ;0;0;U;0;8/2/07;MA00785;TATA;TATA;MARRUECOS;29;44;N;7;56;W;
1340;14/6/05;HESO36;ALTREU;ALTREU;SOLOTHURN;47;11;N;7;27;E;HES;SA...385;4;        ;0;1340;U;0;9/3/07;ES321031;EL CORTALET;CASTELLO D«AMPURIES;GIRONA;42;15;N;3;4;E;
1340;10/6/05;HEBS4;BASILEA;BASILEA;BASELSTADT;47;33;N;7;36;E;HES;SA...773;4;        ;0;1340;U;0;9/3/07;ES321031;EL CORTALET;CASTELLO D«AMPURIES;GIRONA;42;15;N;3;4;E;
720;4/6/10;DK02320;GRAESHOLM;FREDERIKSHAVN;JYLLAND;57;30;N;10;37;E;DKC;2J..5003;4;        ;0;720;U;2;7/1/11;ES41241;P. NAT. DE SANTA POLA;SANTA POLA;ALICANTE;38;12;N;0;34;W;
1340;30/7/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;ESI;.9047043;4;        ;0;1340;U;4;9/10/07;ES66184;CA„ADA DE LOS PAJAROS;LA PUEBLA DEL RIO;SEVILLA;37;6;N;6;9;W;
1340;14/6/06;DECR225;BINGEN-GAULSHEIM;MAINZ;RHEINHESSEN-PFALZ;49;58;N;7;58;E;DER;A...5115;4;        ;0;1340;U;0;14/10/07;ES321031;EL CORTALET;CASTELLO D«AMPURIES;GIRONA;42;15;N;3;4;E;
1340;5/6/06;DEED377;VOGELPARK BIEBESHEIM;VOGELPARK BIEBESHEIM;DARMSTADT;49;47;N;8;28;E;DEW;4X...210;4;        ;0;1340;U;0;12/10/07;ES321031;EL CORTALET;CASTELLO D«AMPURIES;GIRONA;42;15;N;3;4;E;
1340;25/5/04;ES534126;PRADO HERRERO;SOTO DEL REAL;MADRID;40;44;N;3;47;W;ESI;.9040937;4;        ;0;1340;U;4;13/1/07;ES54629;C.T.R.U TALAVERA DE LA REINA;TALAVERA DE LA REINA;TOLEDO;39;57;N;4;38;W;
1340;26/6/01;FR37176;LES RIVIERES;CROSSAC;LOIRE-ATLANTIQUE;47;24;N;2;10;W;FRP;P...6407;4;        ;0;1340;U;4;3/2/07;ES54629;C.T.R.U TALAVERA DE LA REINA;TALAVERA DE LA REINA;TOLEDO;39;57;N;4;38;W;
1340;18/6/02;DEBK60;MANNHEIM;MANNHEIM;NORDBADEN (KARLSRUHE);49;30;N;8;29;E;DER;A...2154;4;        ;0;1340;U;4;13/2/07;ES531247;EL PORCAL;RIVAS-VACIAMADRID;MADRID;40;19;N;3;30;W;
1340;7/7/94;NL0662;GORSSEL;GORSSEL;GELDERLAND;52;11;N;6;12;E;NLA;....2004;4;        ;0;1340;U;2;3/2/07;ES54629;C.T.R.U TALAVERA DE LA REINA;TALAVERA DE LA REINA;TOLEDO;39;57;N;4;38;W;
1340;2/6/99;NL05229;SPANGA;SPANGA;FRIESLAND;52;49;N;5;54;E;NLA;....4120;4;        ;0;1340;U;4;3/2/07;ES54629;C.T.R.U TALAVERA DE LA REINA;TALAVERA DE LA REINA;TOLEDO;39;57;N;4;38;W;
1340;8/6/02;NL151009;DEN WESTERHUIS;DEN WESTERHUIS;OVERIJSSEL;52;37;N;6;22;E;NLA;....5657;4;        ;0;1340;U;4;13/1/07;ES54629;C.T.R.U TALAVERA DE LA REINA;TALAVERA DE LA REINA;TOLEDO;39;57;N;4;38;W;
1340;15/6/04;NL151004;ROSSUM;OOIEVAARSSTATION;OVERIJSSEL;51;49;N;5;20;E;NLA;....6659;4;        ;1;1340;U;4;14/2/07;ES531247;EL PORCAL;RIVAS-VACIAMADRID;MADRID;40;19;N;3;30;W;
1340;13/6/06;HEAG55;MURI AG;MURI AG;AARGAU;47;16;N;8;20;E;HES;SE...018;4;        ;0;1340;U;0;2/3/07;ES23687;CAL TREPAT DE DALT;AGRAMUNT;LLEIDA;41;50;N;1;2;E;
1340;29/5/03;ES63502;MATASGORDAS;P. NAC. DE DO„ANA;HUELVA;37;0;N;6;30;W;ESI;.9034245;4;        ;1;1340;U;0;27/8/07;ES61305;PUENTE GENIL;PUENTE GENIL;CORDOBA;37;24;N;4;45;W;
1340;18/6/04;FR3128;HIERS BROUAGE;HIERS BROUAGE;CHARENTE MARITIME;45;51;N;1;4;W;FRP;P...9561;4;        ;0;1340;U;4;3/2/07;ES54629;C.T.R.U TALAVERA DE LA REINA;TALAVERA DE LA REINA;TOLEDO;39;57;N;4;38;W;
